ID_INNPACT;ID_REPAYMENT;REPAYMENT_DATE;AMOUNT_VALUE_USD;AMOUNT_VALUE_LOCAL_CCY;LOCAL_CCY
4183480;0;22-11-22;400000,00;400000;USD
4183480;1;22-05-23;400000,00;400000;USD
4183480;2;22-11-23;600000,00;600000;USD
4183480;3;22-05-24;600000,00;600000;USD
4183483;0;19-11-24;5794750,00;5000000;EUR
4183662;0;31-01-19;1250000,00;1250000;USD
4183662;1;31-07-19;1250000,00;1250000;USD
4183662;2;31-01-20;2500000,00;2500000;USD
4183721;0;26-05-20;1142035,48;23462500;MXN
4183721;1;24-11-20;1142035,48;23462500;MXN
4183725;0;13-11-18;2094516,89;8660000,01;PEN
4183725;1;13-11-19;2094516,89;8660000,01;PEN
4183725;2;16-08-22;1047258,44;4330000;PEN
4183725;3;14-08-23;1047258,44;4330000;PEN
4183733;0;20-12-18;2500000,00;2500000;USD
4183733;1;20-12-19;2500000,00;2500000;USD
4183733;2;20-12-20;2500000,00;2500000;USD
4183733;3;20-12-21;2500000,00;2500000;USD
4183736;0;24-12-18;543212,19;11160000;MXN
4183736;1;24-06-19;543212,19;11160000;MXN
4183736;2;23-12-19;543212,19;11160000;MXN
4183736;3;22-06-20;543212,19;11160000;MXN
4183736;4;22-12-20;543212,19;11160000;MXN
4183759;0;05-10-20;553677,30;11375000;MXN
4183759;1;06-04-21;553677,30;11375000;MXN
4183763;0;09-04-20;1113875,17;37500000;THB
4183763;1;09-04-21;1113875,17;37500000;THB
4183763;2;12-10-21;1113875,17;37500000;THB
4183763;3;11-04-22;1113875,17;37500000;THB
4183772;0;17-07-20;660000,00;660000;USD
4183772;1;19-07-21;660000,00;660000;USD
4183772;2;18-07-22;680000,00;680000;USD
4183774;0;10-07-19;1875000,00;1875000;USD
4183774;1;10-01-20;1875000,00;1875000;USD
4183774;2;10-07-20;3987553,12;3987553,12;USD
4183774;3;10-01-21;1875000,00;1875000;USD
4183774;4;10-07-21;1875000,00;1875000;USD
4183774;5;10-01-22;1170815,62;1170815,62;USD
4183774;6;10-07-22;1170815,63;1170815,63;USD
4183774;7;10-01-23;1170815,63;1170815,63;USD
4183776;0;05-02-19;446186,80;9166666;MXN
4183776;1;05-08-19;446186,80;9166666;MXN
4183776;2;04-02-20;446186,85;9166667;MXN
4183776;3;03-08-20;446186,85;9166667;MXN
4183776;4;03-02-21;446186,85;9166667;MXN
4183776;5;03-08-21;446186,85;9166667;MXN
4183777;0;04-09-19;179916,54;1081300;GHS
4183777;1;04-03-20;179916,54;1081300;GHS
4183777;2;04-09-20;179916,54;1081300;GHS
4183777;3;04-03-21;179916,54;1081300;GHS
4183777;4;07-09-21;179916,54;1081300;GHS
4183777;5;04-03-22;179916,54;1081300;GHS
4183777;6;06-09-22;179916,54;1081300;GHS
4183777;7;07-03-23;179916,54;1081300;GHS
4183777;8;05-09-23;196272,58;1179600;GHS
4183784;0;17-09-19;1322497,78;27170000;MXN
4183784;1;17-03-20;1322497,78;27170000;MXN
4183784;2;14-09-20;1322497,78;27170000;MXN
4183784;3;16-03-21;1322497,78;27170000;MXN
4183784;4;14-09-21;1322497,78;27170000;MXN
4183784;5;14-03-22;1322497,78;27170000;MXN
4183784;6;14-09-22;1313249,54;26980000;MXN
4183786;0;17-08-20;1109788,34;22800000;MXN
4183786;1;16-02-21;1202270,70;24700000;MXN
4183786;2;16-08-21;1202270,70;24700000;MXN
4183791;0;06-07-21;1500000,00;1500000;USD
4183791;1;06-04-22;1000000,00;1000000;USD
4183800;0;05-11-22;5000000,00;5000000;USD
4183809;0;15-06-20;418153,72;4711450;TJS
4183809;1;13-12-21;418153,72;4711450;TJS
4183810;0;21-12-19;1250000,00;1250000;USD
4183810;1;21-12-20;1250000,00;1250000;USD
4183810;2;21-12-21;1250000,00;1250000;USD
4183810;3;21-12-22;1250000,00;1250000;USD
4183811;0;21-12-19;2400000,00;2400000;USD
4183811;1;21-12-20;2400000,00;2400000;USD
4183811;2;21-12-21;3200000,00;3200000;USD
4183813;0;20-12-19;666600,00;666600;USD
4183813;1;20-12-20;666600,00;666600;USD
4183813;2;20-12-21;666800,00;666800;USD
4183814;0;19-12-19;1143857,00;1143857;USD
4183814;1;19-12-20;1250000,00;1250000;USD
4183814;2;31-07-21;106143,00;106143;USD
4183814;3;19-12-21;1250000,00;1250000;USD
4183814;4;19-12-22;1250000,00;1250000;USD
4183815;0;28-06-21;1680540,46;19021740;BWP
4183815;1;28-12-21;1680540,46;19021740;BWP
4183816;0;28-06-21;479204,66;9845000;MXN
4183816;1;28-12-21;479204,66;9845000;MXN
4183817;0;14-12-21;1500000,00;1500000;USD
4183820;0;18-01-22;10000000,00;10000000;USD
4183823;0;29-01-20;333300,00;333300;USD
4183823;1;29-01-21;333300,00;333300;USD
4183823;2;29-01-22;333400,00;333400;USD
4183826;0;24-01-22;1942004,23;65380000;THB
4183828;0;12-03-20;658614,34;7454739,09;BWP
4183828;1;14-09-20;658614,33;7454739,08;BWP
4183828;2;12-03-21;658614,34;7454739,09;BWP
4183828;3;13-09-21;658614,33;7454739,08;BWP
4183828;4;14-03-22;658614,34;7454739,09;BWP
4183828;5;12-09-22;705658,22;7987220,44;BWP
4183828;6;13-03-23;705658,22;7987220,45;BWP
4183830;0;15-02-23;7072851,31;525000000;INR
4183831;0;25-03-22;2829140,52;210000000;INR
4183833;0;23-12-20;495159,97;1141839200;TZS
4183833;1;24-06-21;495159,97;1141839200;TZS
4183833;2;23-12-21;495159,97;1141839200;TZS
4183833;3;24-06-22;495159,97;1141839200;TZS
4183833;4;22-12-22;495159,97;1141839200;TZS
4183834;0;25-04-21;666600,00;666600;USD
4183834;1;25-04-22;666600,00;666600;USD
4183834;2;25-04-23;666800,00;666800;USD
4183835;0;23-04-20;500000,00;500000;USD
4183835;1;23-04-21;500000,00;500000;USD
4183835;2;23-04-22;500000,00;500000;USD
4183836;0;30-04-20;2333300,00;2333300;USD
4183836;1;26-04-21;2333300,00;2333300;USD
4183836;2;26-04-22;2333400,00;2333400;USD
4183837;0;15-05-22;4000000,00;4000000;USD
4183843;0;22-05-20;582750,00;582750;USD
4183843;1;25-05-21;582750,00;582750;USD
4183843;2;22-05-22;584500,00;584500;USD
4183844;0;05-05-20;333333,33;333333,33;USD
4183844;1;03-08-20;333333,33;333333,33;USD
4183844;2;02-11-20;333333,33;333333,33;USD
4183844;3;02-02-21;333333,33;333333,33;USD
4183844;4;04-05-21;333333,33;333333,33;USD
4183844;5;02-08-21;333333,33;333333,33;USD
4183844;6;02-11-21;333333,33;333333,33;USD
4183844;7;02-02-22;333333,33;333333,33;USD
4183844;8;03-05-22;333333,36;333333,36;USD
4183845;0;23-04-21;1890320,42;63640000;THB
4183845;1;26-10-21;1890320,42;63640000;THB
4183845;2;25-04-22;3780640,85;127280000;THB
4183846;0;07-05-20;286000,00;286000;USD
4183846;1;07-11-20;286000,00;286000;USD
4183846;2;07-05-21;286000,00;286000;USD
4183846;3;07-11-21;286000,00;286000;USD
4183846;4;07-05-22;286000,00;286000;USD
4183846;5;07-11-22;286000,00;286000;USD
4183846;6;07-05-23;284000,00;284000;USD
4183850;0;07-05-21;1188876,10;40025000;THB
4183850;1;08-11-21;1188876,10;40025000;THB
4183850;2;10-05-22;2377752,20;80050000;THB
4183851;0;06-06-21;1000000,00;1000000;USD
4183851;1;06-06-22;1000000,00;1000000;USD
4183853;0;18-06-20;901315,42;777700;EUR
4183853;1;18-12-20;901416,82;777787,5;EUR
4183853;2;18-06-21;901687,25;778020,84;EUR
4183853;3;20-12-21;901552,03;777904,16;EUR
4183853;4;20-06-22;901335,70;777717,5;EUR
4183853;5;20-12-22;901335,70;777717,5;EUR
4183853;6;20-06-23;901245,57;777639,73;EUR
4183853;7;20-12-23;901380,76;777756,38;EUR
4183853;8;21-06-24;901380,77;777756,39;EUR
4183854;0;27-12-21;2000000,00;2000000;USD
4183856;0;31-07-20;1666500,00;1666500;USD
4183856;1;31-07-21;1666500,00;1666500;USD
4183856;2;31-07-22;1667000,00;1667000;USD
4183857;0;07-04-21;879775,52;375000000;KZT
4183857;1;07-07-21;879775,52;375000000;KZT
4183857;2;05-07-22;879775,52;375000000;KZT
4183859;0;09-09-20;375000,00;375000;USD
4183859;1;09-03-21;375000,00;375000;USD
4183859;2;09-09-21;375000,00;375000;USD
4183859;3;09-03-22;375000,00;375000;USD
4183861;0;07-09-21;193158,72;166667;EUR
4183861;1;07-03-22;193158,72;166667;EUR
4183861;2;06-09-22;193157,56;166666;EUR
4183863;0;22-07-21;5000000,00;5000000;USD
4183863;1;24-01-22;3500000,00;3500000;USD
4183864;0;22-07-22;3500000,00;3500000;USD
4183866;0;15-10-22;5000000,00;5000000;USD
4183868;0;05-12-20;272353,25;235000;EUR
4183868;1;31-08-21;52152,75;45000;EUR
4183868;2;30-06-24;166888,80;144000;EUR
4183868;3;30-09-24;183577,68;158400;EUR
4183868;4;30-12-24;208611,00;180000;EUR
4183868;5;30-03-25;275366,52;237600;EUR
4183870;0;16-12-22;2000000,00;2000000;USD
4183872;0;23-06-21;500000,00;500000;USD
4183872;1;23-12-22;500000,00;500000;USD
4183873;0;14-11-21;5114934,30;54688877500;UZS
4183873;1;14-11-22;5114934,30;54688877500;UZS
4183874;0;15-11-21;2958542,84;31632740000;UZS
4183874;1;15-05-22;2958986,16;31637480000;UZS
4183874;2;15-11-22;2958986,16;31637480000;UZS
4183875;0;21-06-21;435045,28;180000000;NGN
4183875;1;20-12-21;435045,28;180000000;NGN
4183876;0;24-06-21;879758,24;364000000;NGN
4183876;1;23-12-21;879758,24;364000000;NGN
4183876;2;23-06-22;879758,24;364000000;NGN
4183876;3;23-12-22;879758,24;364000000;NGN
4183877;0;23-12-21;3000000,00;3000000;USD
4183878;0;23-06-21;2000000,00;2000000;USD
4183878;1;23-12-22;2000000,00;2000000;USD
4183879;0;23-12-20;456563,71;50450300;KES
4183879;1;23-12-21;456563,71;50450300;KES
4183881;0;29-12-21;1574837,94;17825311,94;BWP
4183881;1;27-06-22;1574837,94;17825311,95;BWP
4183881;2;28-12-22;1574837,94;17825311,94;BWP
4183882;0;29-12-20;2414236,56;2083124;EUR
4183882;1;28-12-21;2414600,47;2083438;EUR
4183882;2;29-12-22;2414600,47;2083438;EUR
4183883;0;22-11-21;165448,13;14030000;KGS
4183883;1;22-11-21;248172,20;21045000;KGS
4183883;2;21-11-22;413620,33;35075000;KGS
4183885;0;24-06-21;331250,00;331250;USD
4183885;1;23-12-21;331250,00;331250;USD
4183885;2;24-06-22;331250,00;331250;USD
4183885;3;23-12-22;331250,00;331250;USD
4183886;0;21-02-22;750000,00;750000;USD
4183887;0;21-02-22;3000000,00;3000000;USD
4183888;0;31-01-22;3500000,00;3500000;USD
4183889;0;26-02-21;333300,00;333300;USD
4183889;1;26-08-21;333300,00;333300;USD
4183889;2;26-02-22;333400,00;333400;USD
4183890;0;28-02-22;5160203,82;10126900000;MMK
4183891;0;17-03-22;750000,00;750000;USD
4183892;0;30-03-22;2000000,00;2000000;USD
4183893;0;06-03-23;4015783,60;70818400;MDL
4183894;0;11-03-21;963276,81;19790000;MXN
4183894;1;13-09-21;963276,81;19790000;MXN
4183894;2;11-03-22;963276,81;19790000;MXN
4183894;3;12-09-22;963276,81;19790000;MXN
4183894;4;13-03-23;963276,81;19790000;MXN
4183895;0;12-03-21;300000,00;300000;USD
4183895;1;12-09-21;300000,00;300000;USD
4183895;2;12-03-22;450000,00;450000;USD
4183895;3;12-09-22;450000,00;450000;USD
4183896;0;22-07-21;1668384,24;23878750000;IDR
4183896;1;24-01-22;1668384,24;23878750000;IDR
4183896;2;22-07-22;1668384,24;23878750000;IDR
4183896;3;23-01-23;1668384,24;23878750000;IDR
4183897;0;08-08-22;369375,80;724900000;MMK
4183897;1;07-02-23;738751,59;1449800000;MMK
4183897;2;07-08-23;1108127,39;2174700000;MMK
4183897;3;07-02-24;1477503,18;2899600000;MMK
4183898;0;18-01-22;1200000,00;1200000;USD
4183898;1;17-01-23;1200000,00;1200000;USD
4183899;0;29-05-21;5000000,00;5000000;USD
4183899;1;29-05-22;5000000,00;5000000;USD
4183899;2;29-05-23;5000000,00;5000000;USD
4183900;0;02-06-21;300000,00;300000;USD
4183900;1;02-12-21;300000,00;300000;USD
4183900;2;02-06-22;450000,00;450000;USD
4183900;3;02-12-22;450000,00;450000;USD
4183901;0;31-05-22;3916126,19;14928000000;COP
4183905;0;20-08-21;2500000,00;2500000;USD
4183905;1;20-11-21;2500000,00;2500000;USD
4183906;0;22-04-21;3444632,78;13130700000;COP
4183906;1;22-04-22;3444632,78;13130700000;COP
4183906;2;24-04-23;3549015,59;13528600000;COP
4183907;0;30-05-23;2319707,85;34900000;ZAR
4183908;0;24-10-22;6750000,00;6750000;USD
4183908;1;24-04-23;3500000,00;3500000;USD
4183909;0;02-06-22;2694419,55;200000000;INR
4183911;0;24-12-21;550000,00;550000;USD
4183911;1;04-06-22;550000,00;550000;USD
4183911;2;24-02-23;550000,00;550000;USD
4183911;3;24-06-23;550000,00;550000;USD
4183912;0;02-06-22;2694419,55;200000000;INR
4183914;0;26-06-23;2126980,89;4174200000;MMK
4183915;0;29-06-22;3341767,32;248051000;INR
4183916;0;30-06-22;1990986,85;28496000000;IDR
4183916;1;30-06-23;1990986,85;28496000000;IDR
4183917;0;30-06-23;2296068,02;77300000;THB
4183918;0;11-07-22;579475,00;500000;EUR
4183918;1;11-07-23;579475,00;500000;EUR
4183919;0;20-02-22;2500000,00;2500000;USD
4183919;1;20-05-22;2500000,00;2500000;USD
4183920;0;01-08-22;1158950,00;1000000;EUR
4183920;1;31-07-23;1158950,00;1000000;EUR
4183921;0;14-08-23;10000000,00;10000000;USD
4183922;0;14-08-23;2093656,05;4108800000;MMK
4183923;0;31-08-22;2500000,00;2500000;USD
4183923;1;31-08-23;2500000,00;2500000;USD
4183925;0;22-02-22;500000,00;500000;USD
4183925;1;20-05-22;1000000,00;1000000;USD
4183925;2;22-08-22;500000,00;500000;USD
4183926;0;23-09-23;2035770,70;3995200000;MMK
4183928;0;25-09-23;7620155,11;29047500000;COP
4183930;0;31-07-22;3502745,41;260000000;INR
4183932;0;02-10-23;1360485,10;2669952000;MMK
4183933;0;12-02-21;1077767,82;80000000;INR
4183933;1;15-11-21;179627,97;13333333,33;INR
4183933;2;15-12-21;179627,97;13333333,33;INR
4183933;3;14-01-22;179627,97;13333333,33;INR
4183933;4;13-02-22;179627,97;13333333,33;INR
4183933;5;15-03-22;179627,97;13333333,33;INR
4183933;6;14-04-22;179627,97;13333333,33;INR
4183933;7;14-05-22;179627,97;13333333,33;INR
4183933;8;13-06-22;179627,97;13333333,33;INR
4183933;9;13-07-22;179627,97;13333333,33;INR
4183933;10;12-08-22;179627,97;13333333,33;INR
4183933;11;11-09-22;179627,97;13333333,33;INR
4183933;12;11-10-22;179627,97;13333333,33;INR
4183933;13;10-11-22;179627,97;13333333,33;INR
4183933;14;10-12-22;179627,97;13333333,33;INR
4183933;15;09-01-23;179627,97;13333333,33;INR
4183933;16;08-02-23;179627,97;13333333,33;INR
4183933;17;10-03-23;179627,97;13333333,33;INR
4183933;18;09-04-23;179627,97;13333333,33;INR
4183934;0;15-04-22;500000,00;500000;USD
4183934;1;15-10-22;500000,00;500000;USD
4183937;0;18-08-22;11250000,00;11250000;USD
4183937;1;18-08-23;3750000,00;3750000;USD
4183938;0;16-09-21;250000,00;250000;USD
4183938;1;16-03-22;250000,00;250000;USD
4183939;0;08-09-21;750000,00;750000;USD
4183939;1;08-09-22;750000,00;750000;USD
4183940;0;03-10-23;10000000,00;10000000;USD
4183949;0;28-10-23;5000000,00;5000000;USD
4183950;0;18-11-22;579475,00;500000;EUR
4183950;1;19-05-23;289737,50;250000;EUR
4183950;2;20-11-23;289737,50;250000;EUR
4183952;0;30-10-21;247500,00;247500;USD
4183952;1;30-04-22;247500,00;247500;USD
4183952;2;30-10-22;255000,00;255000;USD
4183953;0;02-06-22;2896501,01;215000000;INR
4183955;0;08-12-22;2500000,00;2500000;USD
4183955;1;08-12-23;2500000,00;2500000;USD
4183956;0;07-06-22;1000000,00;1000000;USD
4183956;1;04-12-23;1000000,00;1000000;USD
4183957;0;14-06-21;430228,52;4847500;TJS
4183957;1;14-12-21;430228,52;4847500;TJS
4183958;0;15-12-22;1158950,00;1000000;EUR
4183958;1;15-12-22;1158950,00;1000000;EUR
4183959;0;22-12-21;2000000,00;2000000;USD
4183960;0;15-12-22;1666666,00;1666666;USD
4183960;1;15-06-23;1666667,00;1666667;USD
4183960;2;15-12-23;1666667,00;1666667;USD
4183961;0;10-11-18;766666,06;766666,06;USD
4183961;1;01-07-19;166666,67;166666,67;USD
4183961;2;03-11-20;612704,08;612704,08;USD
4183961;3;13-03-22;542767,38;542767,38;USD
4183961;4;13-07-22;325660,43;325660,43;USD
4183961;5;02-01-23;542767,38;542767,38;USD
4183961;6;29-12-23;311911,00;311911;USD
4183961;7;10-01-24;230857,00;230857;USD
4183962;0;30-04-20;681448,98;14000000;MXN
4183962;1;15-03-21;40562,44;833333,3333;MXN
4183962;2;15-04-21;40562,44;833333,3333;MXN
4183962;3;15-05-21;40562,44;833333,3333;MXN
4183962;4;31-08-21;681448,98;14000000;MXN
4183962;5;29-10-21;681448,98;14000000;MXN
4183962;6;28-02-22;681448,98;14000000;MXN
4183963;0;30-06-22;1761933,40;729000000;NGN
4183963;1;03-01-23;1761933,40;729000000;NGN
4183963;2;30-06-23;1761933,40;729000000;NGN
4183963;3;02-01-24;1761933,40;729000000;NGN
4183964;0;03-01-23;984338,27;108769400;KES
4183966;0;14-02-21;382453,50;330000;EUR
4183966;1;14-08-21;394043,00;340000;EUR
4183966;2;16-08-21;382453,50;330000;EUR
4183967;0;13-12-21;456402,00;456402;USD
4183967;1;13-01-22;329754,00;329754;USD
4183970;0;23-12-22;579475,00;500000;EUR
4183970;1;23-12-23;579475,00;500000;EUR
4183971;0;24-12-22;724125,25;53750000;INR
4183971;1;22-12-23;2172375,76;161250000;INR
4183972;0;05-06-23;12124887,96;900000000;INR
4183973;0;30-06-23;4378431,76;325000000;INR
4183977;0;25-01-23;5679757,87;2350000000;NGN
4183978;0;12-08-22;500000,00;500000;USD
4183978;1;12-02-23;500000,00;500000;USD
4183979;0;26-02-24;5000000,00;5000000;USD
4183980;0;04-03-22;1500000,00;1500000;USD
4183980;1;06-03-23;1500000,00;1500000;USD
4183981;0;09-03-22;99232,38;10965180;KES
4183981;1;09-03-23;297697,14;32895540;KES
4183981;2;09-09-23;297697,14;32895540;KES
4183981;3;09-03-24;297697,14;32895540;KES
4183982;0;08-07-21;1886093,68;140000000;INR
4183982;1;07-01-22;1886093,68;140000000;INR
4183984;0;24-08-21;498504,55;7500000;ZAR
4183984;1;24-02-22;498504,55;7500000;ZAR
4183984;2;24-09-22;498504,55;7500000;ZAR
4183984;3;24-02-23;498504,55;7500000;ZAR
4183985;0;29-07-21;590305,18;12127500;MXN
4183985;1;31-01-22;590305,18;12127500;MXN
4183985;2;29-07-22;590305,18;12127500;MXN
4183985;3;30-01-23;590305,18;12127500;MXN
4183985;4;31-07-23;590305,18;12127500;MXN
4183986;0;26-07-21;515824,82;3333333,25;CNH
4183986;1;26-01-22;515824,82;3333333,25;CNH
4183986;2;26-07-22;515824,82;3333333,25;CNH
4183986;3;30-01-23;515824,82;3333333,25;CNH
4183987;0;07-03-24;9430468,42;700000000;INR
4183988;0;12-03-24;4715234,21;350000000;INR
4183989;0;15-09-21;328928,71;758509818;TZS
4183989;1;15-03-22;328928,71;758509818;TZS
4183989;2;15-09-22;328928,71;758509818;TZS
4183989;3;15-03-23;328928,71;758509818;TZS
4183989;4;15-09-23;328928,71;758509818;TZS
4183989;5;15-03-24;348863,78;804480110;TZS
4183990;0;01-03-23;6736048,87;500000000;INR
4183991;0;22-03-22;150000,00;150000;USD
4183991;1;22-09-22;150000,00;150000;USD
4183991;2;22-03-23;225000,00;225000;USD
4183991;3;22-09-23;225000,00;225000;USD
4183992;0;31-03-24;2006306,25;148923077;INR
4183993;0;27-02-24;5801804,48;195325000;THB
4183994;0;30-09-21;678057,52;2803500;PEN
4183994;1;30-03-22;678057,52;2803500;PEN
4183994;2;30-09-22;678057,52;2803500;PEN
4183994;3;30-03-23;678057,52;2803500;PEN
4183995;0;24-01-22;833333,33;833333,33;USD
4183995;1;23-01-23;833333,33;833333,33;USD
4183995;2;22-01-24;833333,34;833333,34;USD
4183996;0;30-03-22;500000,00;500000;USD
4183996;1;30-09-22;500000,00;500000;USD
4183996;2;30-03-23;500000,00;500000;USD
4183996;3;02-10-23;500000,00;500000;USD
4183996;4;02-04-24;500000,00;500000;USD
4183997;0;15-04-23;2000000,00;2000000;USD
4183998;0;05-02-18;5867933,00;5867933;USD
4183999;0;05-02-18;5867933,00;5867933;USD
4184000;0;03-04-18;333333,00;333333;USD
4184000;1;03-04-19;333333,00;333333;USD
4184000;2;29-12-19;292280,37;292280,37;USD
4184000;3;29-12-23;41053,63;41053,63;USD
4184001;0;30-01-22;1000000,00;1000000;USD
4184001;1;30-01-22;1000000,00;1000000;USD
4184002;0;18-05-22;999000,00;999000;USD
4184002;1;19-05-23;999000,00;999000;USD
4184002;2;21-05-24;1002000,00;1002000;USD
4184003;0;29-05-23;1000000,00;1000000;USD
4184004;0;15-04-24;5504502,25;17130000;GEL
4184005;0;31-05-22;1069450,70;4076671500;COP
4184005;1;30-05-23;1069450,70;4076671500;COP
4184005;2;28-05-24;1101858,29;4200207000;COP
4184006;0;23-04-23;1000000,00;1000000;USD
4184007;0;19-04-23;2000000,00;2000000;USD
4184008;0;17-10-22;1500000,00;1500000;USD
4184008;1;15-04-24;1500000,00;1500000;USD
4184009;0;22-05-23;1250000,00;1250000;USD
4184009;1;21-05-24;1249875,00;1249875;USD
4184009;2;21-02-25;2500125,00;2500125;USD
4184010;0;12-06-23;2333333,33;2333333,33;USD
4184010;1;11-06-24;2333333,33;2333333,33;USD
4184010;2;13-01-25;2333333,34;2333333,34;USD
4184011;0;01-04-24;3500000,00;3500000;USD
4184012;0;21-02-24;1000000,00;1000000;USD
4184012;1;21-02-24;750000,00;750000;USD
4184012;2;21-02-24;1250000,00;1250000;USD
4184012;3;21-06-24;1000000,00;1000000;USD
4184012;4;21-06-24;750000,00;750000;USD
4184012;5;21-06-24;1250000,00;1250000;USD
4184013;0;21-06-23;579475,00;500000;EUR
4184013;1;21-06-24;579475,00;500000;EUR
4184014;0;23-12-22;250000,00;250000;USD
4184014;1;26-06-23;250000,00;250000;USD
4184015;0;23-12-23;1000000,00;1000000;USD
4184015;1;24-06-24;1000000,00;1000000;USD
4184016;0;18-06-21;394043,00;340000;EUR
4184016;1;18-06-21;382453,50;330000;EUR
4184016;2;18-12-21;382453,50;330000;EUR
4184016;3;30-12-22;289737,50;250000;EUR
4184016;4;30-06-23;289737,50;250000;EUR
4184016;5;29-12-23;289737,50;250000;EUR
4184016;6;28-06-24;289737,50;250000;EUR
4184017;0;27-07-22;661144,65;1524600000;TZS
4184017;1;26-06-23;661144,65;1524600000;TZS
4184017;2;25-06-24;661144,65;1524600000;TZS
4184018;0;30-06-23;2155535,64;160000000;INR
4184030;0;21-10-22;1993957,55;825000000;NGN
4184030;1;23-10-23;1993957,55;825000000;NGN
4184031;0;22-11-22;200000,02;16960000;KGS
4184031;1;22-11-23;300000,03;25440000;KGS
4184031;2;22-11-24;500000,05;42400000;KGS
4184033;0;27-10-23;1750000,00;1750000;USD
4184033;1;29-04-24;1750000,00;1750000;USD
4184033;2;28-10-24;3500000,00;3500000;USD
4184039;0;14-05-24;1500000,00;1500000;USD
4184039;1;14-11-24;1500000,00;1500000;USD
