empty;ID_COUNTRY_ID;COUNTRY_NAME;REGION_FK;COUNTRY_LIMIT;CREATION_DATE;CREATED_BY;MODIFICATION_DATE;MODIFIED_BY
;6170;Tanzania;738;0.15000000000;;;;
;6171;Togo;738;0.15000000000;;;;
;6174;Uganda;738;0.15000000000;;;;
;6180;Zambia;738;0.15000000000;;;;
;6200;Mauritius;738;0.15000000000;;;;
;6210;Angola;738;0.15000000000;;;;
;6212;Gabon;738;0.15000000000;;;;
;6214;Mozambique;738;0.15000000000;;;;
;6215;Madagascar;738;0.15000000000;;;;
;6242;Burundi;738;0.15000000000;;;;
;6243;Cabo Verde;738;0.15000000000;;;;
;6246;Central African Republic;738;0.15000000000;;;;
;6247;Chad;738;0.15000000000;;;;
;6249;Comoros;738;0.15000000000;;;;
;6250;Congo Republic;738;0.15000000000;;;;
;6259;Equatorial Guinea;738;0.15000000000;;;;
;6260;Eritrea;738;0.15000000000;;;;
;6262;Ethiopia;738;0.15000000000;;;;
;6267;Gambia, The;738;0.15000000000;;;;
;6271;Guinea;738;0.15000000000;;;;
;6272;Guinea-Bissau;738;0.15000000000;;;;
;6290;Lesotho;738;0.15000000000;;;;
;6299;Mauritania;738;0.15000000000;;;;
;6305;Niger;738;0.15000000000;;;;
;6315;Sao Tome and Principe;738;0.15000000000;;;;
;6317;Seychelles;738;0.15000000000;;;;
;6318;Sierra Leone;738;0.15000000000;;;;
;6324;Somalia;738;0.15000000000;;;;
;6325;South Sudan;738;0.15000000000;;;;
;6330;Sudan;738;0.15000000000;;;;
;6349;Zimbabwe;738;0.15000000000;;;;
;6176;USA;740;0.15000000000;;;;
;6179;Worldwide;740;0.15000000000;;;;
;6228;American Samoa;740;0.15000000000;;;;
;6230;Aruba;740;0.15000000000;;;;
;6233;Bahamas, The;740;0.15000000000;;;;
;6238;Bermuda;740;0.15000000000;;;;
;6245;Cayman Islands;740;0.15000000000;;;;
;6248;Channel Islands;740;0.15000000000;;;;
;6253;Curacao;740;0.15000000000;;;;
;6266;French Polynesia;740;0.15000000000;;;;
;6274;Hong Kong SAR, China;740;0.15000000000;;;;
;6280;Isle of Man;740;0.15000000000;;;;
;6300;Micronesia, Fed. Sts.;740;0.15000000000;;;;
;6303;New Caledonia;740;0.15000000000;;;;
;6312;Puerto Rico;740;0.15000000000;;;;
;6320;Sint Maarten (Dutch part);740;0.15000000000;;;;
;6327;St. Kitts and Nevis;740;0.15000000000;;;;
;6328;St. Lucia;740;0.15000000000;;;;
;6329;St. Vincent and the Grenadines;740;0.15000000000;;;;
;6340;Turks and Caicos Islands;740;0.15000000000;;;;
